id_ibge,nc,votos,urnas_apuradas,prop,secoes_totais
2207553,JAIR BOLSONARO,544,100.00,16.89,17
2207553,LULA,2676,100.00,83.11,17
2207603,JAIR BOLSONARO,820,100.00,15.19,30
2207603,LULA,4577,100.00,84.81,30
2207702,JAIR BOLSONARO,30185,100.00,34.32,362
2207702,LULA,57757,100.00,65.68,362
2207751,JAIR BOLSONARO,623,100.00,22.54,16
2207751,LULA,2141,100.00,77.46,16
2207777,JAIR BOLSONARO,499,100.00,12.22,21
2207777,LULA,3586,100.00,87.78,21
2207793,JAIR BOLSONARO,594,100.00,15.11,19
2207793,LULA,3337,100.00,84.89,19
2207801,JAIR BOLSONARO,1891,100.00,14.92,60
2207801,LULA,10781,100.00,85.08,60
2207850,JAIR BOLSONARO,282,100.00,10.01,14
2207850,LULA,2534,100.00,89.99,14
2207900,JAIR BOLSONARO,5641,100.00,23.33,117
2207900,LULA,18543,100.00,76.67,117
2207934,JAIR BOLSONARO,654,100.00,29.77,9
2207934,LULA,1543,100.00,70.23,9
2207959,JAIR BOLSONARO,254,100.00,7.97,13
2207959,LULA,2934,100.00,92.03,13
2208007,JAIR BOLSONARO,11563,100.00,26.75,180
2208007,LULA,31661,100.00,73.25,180
2208106,JAIR BOLSONARO,1141,100.00,16.68,37
2208106,LULA,5701,100.00,83.32,37
2208205,JAIR BOLSONARO,1576,100.00,14.04,48
2208205,LULA,9647,100.00,85.96,48
2208304,JAIR BOLSONARO,4130,100.00,22.04,87
2208304,LULA,14610,100.00,77.96,87
2208403,JAIR BOLSONARO,9279,100.00,24.70,180
2208403,LULA,28281,100.00,75.30,180
2208502,JAIR BOLSONARO,1527,100.00,23.65,31
2208502,LULA,4930,100.00,76.35,31
2208551,JAIR BOLSONARO,312,100.00,20.58,7
2208551,LULA,1204,100.00,79.42,7
2208601,JAIR BOLSONARO,287,100.00,11.63,12
2208601,LULA,2181,100.00,88.37,12
2208650,JAIR BOLSONARO,718,100.00,12.61,24
2208650,LULA,4975,100.00,87.39,24
2208700,JAIR BOLSONARO,1367,100.00,27.71,22
2208700,LULA,3566,100.00,72.29,22
2208809,JAIR BOLSONARO,1365,100.00,13.58,49
2208809,LULA,8683,100.00,86.42,49
2208858,JAIR BOLSONARO,340,100.00,10.72,16
2208858,LULA,2832,100.00,89.28,16
2208874,JAIR BOLSONARO,357,100.00,13.21,15
2208874,LULA,2345,100.00,86.79,15
2208908,JAIR BOLSONARO,989,100.00,24.92,20
2208908,LULA,2979,100.00,75.08,20
2209005,JAIR BOLSONARO,559,100.00,13.82,20
2209005,LULA,3486,100.00,86.18,20
2209104,JAIR BOLSONARO,628,100.00,14.48,18
2209104,LULA,3709,100.00,85.52,18
2209153,JAIR BOLSONARO,402,100.00,16.02,12
2209153,LULA,2107,100.00,83.98,12
2209203,JAIR BOLSONARO,1036,100.00,26.14,20
2209203,LULA,2927,100.00,73.86,20
2209302,JAIR BOLSONARO,959,100.00,24.08,20
2209302,LULA,3023,100.00,75.92,20
2209351,JAIR BOLSONARO,589,100.00,17.80,14
2209351,LULA,2720,100.00,82.20,14
2209377,JAIR BOLSONARO,745,100.00,22.10,18
2209377,LULA,2626,100.00,77.90,18
2209401,JAIR BOLSONARO,1031,100.00,22.18,19
2209401,LULA,3617,100.00,77.82,19
2209450,JAIR BOLSONARO,244,100.00,16.63,7
2209450,LULA,1223,100.00,83.37,7
2209500,JAIR BOLSONARO,360,100.00,13.72,15
2209500,LULA,2263,100.00,86.28,15
2209559,JAIR BOLSONARO,242,100.00,7.65,16
2209559,LULA,2921,100.00,92.35,16
2209609,JAIR BOLSONARO,712,100.00,26.72,13
2209609,LULA,1953,100.00,73.28,13
2209658,JAIR BOLSONARO,844,100.00,22.55,19
2209658,LULA,2899,100.00,77.45,19
2209708,JAIR BOLSONARO,1227,100.00,28.53,27
2209708,LULA,3074,100.00,71.47,27
2209757,JAIR BOLSONARO,361,100.00,18.29,11
2209757,LULA,1613,100.00,81.71,11
2209807,JAIR BOLSONARO,840,100.00,24.12,16
2209807,LULA,2642,100.00,75.88,16
2209856,JAIR BOLSONARO,479,100.00,13.12,17
2209856,LULA,3171,100.00,86.88,17
2209872,JAIR BOLSONARO,652,100.00,17.66,19
2209872,LULA,3039,100.00,82.34,19
2209906,JAIR BOLSONARO,856,100.00,17.60,25
2209906,LULA,4008,100.00,82.40,25
2209955,JAIR BOLSONARO,533,100.00,17.84,20
2209955,LULA,2454,100.00,82.16,20
2209971,JAIR BOLSONARO,1454,100.00,26.37,30
2209971,LULA,4059,100.00,73.63,30
2210003,JAIR BOLSONARO,2220,100.00,19.17,58
2210003,LULA,9359,100.00,80.83,58
2210052,JAIR BOLSONARO,610,100.00,15.57,19
2210052,LULA,3308,100.00,84.43,19
2210102,JAIR BOLSONARO,319,100.00,14.10,11
2210102,LULA,1943,100.00,85.90,11
2210201,JAIR BOLSONARO,666,100.00,14.44,23
2210201,LULA,3947,100.00,85.56,23
2210300,JAIR BOLSONARO,1227,100.00,30.02,17
2210300,LULA,2860,100.00,69.98,17
2210359,JAIR BOLSONARO,331,100.00,8.32,16
2210359,LULA,3647,100.00,91.68,16
2210375,JAIR BOLSONARO,375,100.00,17.00,9
2210375,LULA,1831,100.00,83.00,9
2210383,JAIR BOLSONARO,385,100.00,20.25,8
2210383,LULA,1516,100.00,79.75,8
2210391,JAIR BOLSONARO,194,100.00,9.22,12
2210391,LULA,1910,100.00,90.78,12
2210409,JAIR BOLSONARO,1548,100.00,13.88,58
2210409,LULA,9604,100.00,86.12,58
2210508,JAIR BOLSONARO,1905,100.00,22.09,41
2210508,LULA,6717,100.00,77.91,41
2210607,JAIR BOLSONARO,3159,100.00,15.15,85
2210607,LULA,17693,100.00,84.85,85
2210623,JAIR BOLSONARO,534,100.00,16.02,16
2210623,LULA,2800,100.00,83.98,16
2210631,JAIR BOLSONARO,1121,100.00,33.68,16
2210631,LULA,2207,100.00,66.32,16
2210656,JAIR BOLSONARO,1039,100.00,15.29,32
2210656,LULA,5755,100.00,84.71,32
2210706,JAIR BOLSONARO,1290,100.00,14.32,36
2210706,LULA,7719,100.00,85.68,36
2210805,JAIR BOLSONARO,1241,100.00,16.17,39
2210805,LULA,6432,100.00,83.83,39
2210904,JAIR BOLSONARO,513,100.00,17.23,15
2210904,LULA,2465,100.00,82.77,15
2210938,JAIR BOLSONARO,823,100.00,15.76,21
2210938,LULA,4398,100.00,84.24,21
2210953,JAIR BOLSONARO,299,100.00,14.45,9
2210953,LULA,1770,100.00,85.55,9
2210979,JAIR BOLSONARO,326,100.00,17.62,9
2210979,LULA,1524,100.00,82.38,9
2211001,JAIR BOLSONARO,160558,100.00,33.56,1678
2211001,LULA,317918,100.00,66.44,1678
2211100,JAIR BOLSONARO,6079,100.00,21.21,138
2211100,LULA,22583,100.00,78.79,138
2211209,JAIR BOLSONARO,4218,100.00,30.31,64
2211209,LULA,9697,100.00,69.69,64
2211308,JAIR BOLSONARO,2661,100.00,20.62,59
2211308,LULA,10242,100.00,79.38,59
2211357,JAIR BOLSONARO,350,100.00,9.71,16
2211357,LULA,3255,100.00,90.29,16
2211407,JAIR BOLSONARO,500,100.00,17.74,18
2211407,LULA,2319,100.00,82.26,18
2211506,JAIR BOLSONARO,306,100.00,11.72,13
2211506,LULA,2306,100.00,88.28,13
2211605,JAIR BOLSONARO,414,100.00,18.29,10
2211605,LULA,1849,100.00,81.71,10
2211704,JAIR BOLSONARO,675,100.00,20.76,15
2211704,LULA,2576,100.00,79.24,15
2300101,JAIR BOLSONARO,725,100.00,12.61,28
2300101,LULA,5025,100.00,87.39,28
2300150,JAIR BOLSONARO,3526,100.00,36.02,40
2300150,LULA,6262,100.00,63.98,40
2300200,JAIR BOLSONARO,9596,100.00,26.87,161
2300200,LULA,26113,100.00,73.13,161
2300309,JAIR BOLSONARO,5000,100.00,16.59,143
2300309,LULA,25144,100.00,83.41,143
2300408,JAIR BOLSONARO,961,100.00,11.50,45
2300408,LULA,7398,100.00,88.50,45
2300507,JAIR BOLSONARO,1010,100.00,13.68,33
2300507,LULA,6372,100.00,86.32,33
2300606,JAIR BOLSONARO,458,100.00,9.18,25
2300606,LULA,4532,100.00,90.82,25
2300705,JAIR BOLSONARO,1776,100.00,18.19,51
2300705,LULA,7988,100.00,81.81,51
2300754,JAIR BOLSONARO,5691,100.00,22.09,119
2300754,LULA,20068,100.00,77.91,119
2300804,JAIR BOLSONARO,653,100.00,12.88,29
2300804,LULA,4418,100.00,87.12,29
2300903,JAIR BOLSONARO,2033,100.00,20.61,47
2300903,LULA,7829,100.00,79.39,47
2301000,JAIR BOLSONARO,17580,100.00,34.50,205
2301000,LULA,33374,100.00,65.50,205
2301109,JAIR BOLSONARO,13449,100.00,29.83,207
2301109,LULA,31631,100.00,70.17,207
2301208,JAIR BOLSONARO,4757,100.00,24.18,92
2301208,LULA,14920,100.00,75.82,92
2301257,JAIR BOLSONARO,1618,100.00,22.28,37
2301257,LULA,5643,100.00,77.72,37
2301307,JAIR BOLSONARO,1104,100.00,8.52,70
2301307,LULA,11860,100.00,91.48,70
2301406,JAIR BOLSONARO,1926,100.00,20.84,38
2301406,LULA,7316,100.00,79.16,38
2301505,JAIR BOLSONARO,888,100.00,17.52,25
2301505,LULA,4181,100.00,82.48,25
2301604,JAIR BOLSONARO,1859,100.00,12.96,75
2301604,LULA,12482,100.00,87.04,75
2301703,JAIR BOLSONARO,2359,100.00,15.58,77
2301703,LULA,12787,100.00,84.42,77
2301802,JAIR BOLSONARO,543,100.00,12.88,23
2301802,LULA,3673,100.00,87.12,23
2301851,JAIR BOLSONARO,1941,100.00,16.77,54
2301851,LULA,9632,100.00,83.23,54
2301901,JAIR BOLSONARO,9367,100.00,23.82,151
2301901,LULA,29954,100.00,76.18,151
2301950,JAIR BOLSONARO,5704,100.00,38.71,60
2301950,LULA,9033,100.00,61.29,60
2302008,JAIR BOLSONARO,1529,100.00,12.27,60
2302008,LULA,10932,100.00,87.73,60
2302057,JAIR BOLSONARO,1918,100.00,18.06,47
2302057,LULA,8701,100.00,81.94,47
2302107,JAIR BOLSONARO,5078,100.00,23.39,95
2302107,LULA,16634,100.00,76.61,95
2302206,JAIR BOLSONARO,10115,100.00,28.72,161
2302206,LULA,25104,100.00,71.28,161
2302305,JAIR BOLSONARO,4665,100.00,29.32,81
2302305,LULA,11243,100.00,70.68,81
2302404,JAIR BOLSONARO,4117,100.00,13.27,163
2302404,LULA,26911,100.00,86.73,163
2302503,JAIR BOLSONARO,5202,100.00,18.12,127
2302503,LULA,23507,100.00,81.88,127
2302602,JAIR BOLSONARO,10303,100.00,27.41,168
2302602,LULA,27280,100.00,72.59,168
2302701,JAIR BOLSONARO,2106,100.00,13.78,83
2302701,LULA,13178,100.00,86.22,83
2302800,JAIR BOLSONARO,9206,100.00,20.37,214
2302800,LULA,35985,100.00,79.63,214
2302909,JAIR BOLSONARO,2430,100.00,19.17,55
2302909,LULA,10246,100.00,80.83,55
2303006,JAIR BOLSONARO,2420,100.00,18.48,63
2303006,LULA,10675,100.00,81.52,63
2303105,JAIR BOLSONARO,2781,100.00,24.03,57
2303105,LULA,8790,100.00,75.97,57
2303204,JAIR BOLSONARO,3279,100.00,17.51,95
2303204,LULA,15446,100.00,82.49,95
2303303,JAIR BOLSONARO,1885,100.00,15.97,59
2303303,LULA,9922,100.00,84.03,59
2303402,JAIR BOLSONARO,2939,100.00,28.31,49
2303402,LULA,7441,100.00,71.69,49
2303501,JAIR BOLSONARO,14643,100.00,31.46,209
2303501,LULA,31901,100.00,68.54,209
2303600,JAIR BOLSONARO,1123,100.00,17.30,35
2303600,LULA,5370,100.00,82.70,35
2303659,JAIR BOLSONARO,878,100.00,13.05,30
2303659,LULA,5848,100.00,86.95,30
2303709,JAIR BOLSONARO,74827,100.00,38.20,734
2303709,LULA,121053,100.00,61.80,734
2303808,JAIR BOLSONARO,2504,100.00,16.22,77
2303808,LULA,12938,100.00,83.78,77
2303907,JAIR BOLSONARO,1383,100.00,16.93,40
2303907,LULA,6787,100.00,83.07,40
2303931,JAIR BOLSONARO,1492,100.00,17.35,42
2303931,LULA,7107,100.00,82.65,42
2303956,JAIR BOLSONARO,3743,100.00,26.58,59
2303956,LULA,10340,100.00,73.42,59
2304004,JAIR BOLSONARO,3106,100.00,21.02,76
2304004,LULA,11673,100.00,78.98,76
2304103,JAIR BOLSONARO,10119,100.00,22.69,201
2304103,LULA,34484,100.00,77.31,201
2304202,JAIR BOLSONARO,12363,100.00,15.74,309
2304202,LULA,66182,100.00,84.26,309
2304236,JAIR BOLSONARO,1931,100.00,17.70,56
2304236,LULA,8978,100.00,82.30,56
2304251,JAIR BOLSONARO,6285,100.00,36.20,80
2304251,LULA,11076,100.00,63.80,80
2304269,JAIR BOLSONARO,675,100.00,11.68,28
2304269,LULA,5105,100.00,88.32,28
2304277,JAIR BOLSONARO,603,100.00,14.25,21
2304277,LULA,3630,100.00,85.75,21
2304285,JAIR BOLSONARO,18458,100.00,44.57,156
2304285,LULA,22957,100.00,55.43,156
2304301,JAIR BOLSONARO,1616,100.00,12.11,60
2304301,LULA,11723,100.00,87.89,60
2304350,JAIR BOLSONARO,4633,100.00,30.85,62
2304350,LULA,10387,100.00,69.15,62
2304400,JAIR BOLSONARO,633009,100.00,41.82,5235
2304400,LULA,880559,100.00,58.18,5235
2304459,JAIR BOLSONARO,3694,100.00,30.96,48
2304459,LULA,8237,100.00,69.04,48
2304509,JAIR BOLSONARO,2505,100.00,24.26,45
2304509,LULA,7822,100.00,75.74,45
2304608,JAIR BOLSONARO,1037,100.00,18.05,30
2304608,LULA,4708,100.00,81.95,30
2304657,JAIR BOLSONARO,1070,100.00,11.48,47
2304657,LULA,8252,100.00,88.52,47
2304707,JAIR BOLSONARO,4545,100.00,13.61,156
2304707,LULA,28855,100.00,86.39,156
2304806,JAIR BOLSONARO,499,100.00,11.63,20
2304806,LULA,3790,100.00,88.37,20
2304905,JAIR BOLSONARO,2189,100.00,30.66,33
2304905,LULA,4950,100.00,69.34,33
2304954,JAIR BOLSONARO,3967,100.00,24.42,68
2304954,LULA,12275,100.00,75.58,68
2305001,JAIR BOLSONARO,5956,100.00,23.66,120
2305001,LULA,19222,100.00,76.34,120
2305100,JAIR BOLSONARO,1004,100.00,21.28,22
2305100,LULA,3714,100.00,78.72,22
2305209,JAIR BOLSONARO,2500,100.00,21.09,59
2305209,LULA,9353,100.00,78.91,59
2305233,JAIR BOLSONARO,16774,100.00,35.61,176
2305233,LULA,30336,100.00,64.39,176
2305266,JAIR BOLSONARO,1851,100.00,19.34,44
2305266,LULA,7718,100.00,80.66,44
2305308,JAIR BOLSONARO,3666,100.00,25.29,83
2305308,LULA,10830,100.00,74.71,83
2305332,JAIR BOLSONARO,2271,100.00,23.73,46
2305332,LULA,7301,100.00,76.27,46
2305357,JAIR BOLSONARO,4190,100.00,30.53,55
2305357,LULA,9536,100.00,69.47,55
2305407,JAIR BOLSONARO,7263,100.00,19.54,182
2305407,LULA,29903,100.00,80.46,182
2305506,JAIR BOLSONARO,10351,100.00,18.36,258
2305506,LULA,46013,100.00,81.64,258
2305605,JAIR BOLSONARO,3938,100.00,24.87,98
2305605,LULA,11897,100.00,75.13,98
2305654,JAIR BOLSONARO,1457,100.00,19.04,39
2305654,LULA,6194,100.00,80.96,39
2305704,JAIR BOLSONARO,1150,100.00,15.83,35
2305704,LULA,6113,100.00,84.17,35
2305803,JAIR BOLSONARO,4923,100.00,19.44,116
2305803,LULA,20404,100.00,80.56,116
2305902,JAIR BOLSONARO,4876,100.00,21.45,137
2305902,LULA,17858,100.00,78.55,137
2306009,JAIR BOLSONARO,1542,100.00,17.23,40
2306009,LULA,7408,100.00,82.77,40
2306108,JAIR BOLSONARO,2738,100.00,18.14,68
2306108,LULA,12352,100.00,81.86,68
2306207,JAIR BOLSONARO,1619,100.00,28.67,25
2306207,LULA,4029,100.00,71.33,25
2306256,JAIR BOLSONARO,8733,100.00,34.63,114
2306256,LULA,16483,100.00,65.37,114
2306306,JAIR BOLSONARO,10782,100.00,34.40,134
2306306,LULA,20562,100.00,65.60,134
2306405,JAIR BOLSONARO,17238,100.00,22.57,336
2306405,LULA,59133,100.00,77.43,336
2306504,JAIR BOLSONARO,2888,100.00,23.55,57
2306504,LULA,9375,100.00,76.45,57
2306553,JAIR BOLSONARO,8404,100.00,34.40,105
2306553,LULA,16026,100.00,65.60,105
2306603,JAIR BOLSONARO,2273,100.00,16.62,67
2306603,LULA,11401,100.00,83.38,67
2306702,JAIR BOLSONARO,1940,100.00,16.30,58
2306702,LULA,9960,100.00,83.70,58
2306801,JAIR BOLSONARO,1287,100.00,18.94,31
2306801,LULA,5508,100.00,81.06,31
2306900,JAIR BOLSONARO,4151,100.00,18.92,101
2306900,LULA,17789,100.00,81.08,101
2307007,JAIR BOLSONARO,6922,100.00,31.42,105
2307007,LULA,15108,100.00,68.58,105
2307106,JAIR BOLSONARO,2444,100.00,14.75,86
2307106,LULA,14126,100.00,85.25,86
2307205,JAIR BOLSONARO,779,100.00,14.92,26
2307205,LULA,4442,100.00,85.08,26
2307254,JAIR BOLSONARO,4735,100.00,32.32,59
2307254,LULA,9916,100.00,67.68,59
2307304,JAIR BOLSONARO,35858,100.00,23.69,574
2307304,LULA,115524,100.00,76.31,574
2307403,JAIR BOLSONARO,2949,100.00,19.84,77
2307403,LULA,11913,100.00,80.16,77
2307502,JAIR BOLSONARO,2718,100.00,15.39,81
2307502,LULA,14941,100.00,84.61,81
2307601,JAIR BOLSONARO,9010,100.00,23.92,159
2307601,LULA,28662,100.00,76.08,159
2307635,JAIR BOLSONARO,1809,100.00,16.62,49
2307635,LULA,9073,100.00,83.38,49
2307650,JAIR BOLSONARO,56677,100.00,39.29,515
2307650,LULA,87588,100.00,60.71,515
2307700,JAIR BOLSONARO,22496,100.00,34.14,278
2307700,LULA,43391,100.00,65.86,278
2307809,JAIR BOLSONARO,8100,100.00,46.01,76
2307809,LULA,9504,100.00,53.99,76
2307908,JAIR BOLSONARO,1235,100.00,15.30,35
2307908,LULA,6839,100.00,84.70,35
2308005,JAIR BOLSONARO,6362,100.00,25.82,107
2308005,LULA,18279,100.00,74.18,107
2308104,JAIR BOLSONARO,5901,100.00,21.79,140
2308104,LULA,21178,100.00,78.21,140
2308203,JAIR BOLSONARO,2001,100.00,20.08,41
2308203,LULA,7965,100.00,79.92,41
2308302,JAIR BOLSONARO,1993,100.00,11.70,87
2308302,LULA,15045,100.00,88.30,87
2308351,JAIR BOLSONARO,1318,100.00,14.89,37
2308351,LULA,7535,100.00,85.11,37
2308377,JAIR BOLSONARO,1287,100.00,14.05,45
2308377,LULA,7875,100.00,85.95,45
2308401,JAIR BOLSONARO,3913,100.00,16.55,106
2308401,LULA,19730,100.00,83.45,106
2308500,JAIR BOLSONARO,4377,100.00,18.12,117
2308500,LULA,19782,100.00,81.88,117
2308609,JAIR BOLSONARO,1882,100.00,17.29,57
2308609,LULA,9005,100.00,82.71,57
2308708,JAIR BOLSONARO,11243,100.00,25.87,197
2308708,LULA,32225,100.00,74.13,197
2308807,JAIR BOLSONARO,1263,100.00,21.62,29
2308807,LULA,4578,100.00,78.38,29
2308906,JAIR BOLSONARO,6594,100.00,47.87,62
2308906,LULA,7180,100.00,52.13,62
2309003,JAIR BOLSONARO,1791,100.00,19.25,43
2309003,LULA,7514,100.00,80.75,43
2309102,JAIR BOLSONARO,1593,100.00,22.90,31
2309102,LULA,5363,100.00,77.10,31
2309201,JAIR BOLSONARO,1660,100.00,16.97,43
2309201,LULA,8120,100.00,83.03,43
2309300,JAIR BOLSONARO,5693,100.00,30.94,97
2309300,LULA,12706,100.00,69.06,97
2309409,JAIR BOLSONARO,2806,100.00,16.30,86
2309409,LULA,14414,100.00,83.70,86
2309458,JAIR BOLSONARO,4742,100.00,25.16,89
2309458,LULA,14105,100.00,74.84,89
2309508,JAIR BOLSONARO,2709,100.00,20.00,72
2309508,LULA,10833,100.00,80.00,72
2309607,JAIR BOLSONARO,15370,100.00,36.11,178
2309607,LULA,27190,100.00,63.89,178
2309706,JAIR BOLSONARO,15994,100.00,36.92,165
2309706,LULA,27327,100.00,63.08,165
2309805,JAIR BOLSONARO,1734,100.00,21.22,46
2309805,LULA,6438,100.00,78.78,46
2309904,JAIR BOLSONARO,578,100.00,12.55,22
2309904,LULA,4028,100.00,87.45,22
2310001,JAIR BOLSONARO,2255,100.00,31.06,31
2310001,LULA,5005,100.00,68.94,31
2310100,JAIR BOLSONARO,1820,100.00,24.62,36
2310100,LULA,5572,100.00,75.38,36
2310209,JAIR BOLSONARO,7583,100.00,30.14,107
2310209,LULA,17580,100.00,69.86,107
2310258,JAIR BOLSONARO,7736,100.00,36.93,89
2310258,LULA,13211,100.00,63.07,89
2310308,JAIR BOLSONARO,5529,100.00,28.60,110
2310308,LULA,13802,100.00,71.40,110
2310407,JAIR BOLSONARO,1580,100.00,20.13,42
2310407,LULA,6269,100.00,79.87,42
2310506,JAIR BOLSONARO,3081,100.00,12.34,132
2310506,LULA,21884,100.00,87.66,132
2310605,JAIR BOLSONARO,1067,100.00,16.44,28
2310605,LULA,5425,100.00,83.56,28
2310704,JAIR BOLSONARO,6145,100.00,23.91,106
2310704,LULA,19551,100.00,76.09,106
2310803,JAIR BOLSONARO,1643,100.00,14.91,57
2310803,LULA,9374,100.00,85.09,57
2310852,JAIR BOLSONARO,4234,100.00,27.17,59
2310852,LULA,11350,100.00,72.83,59
2310902,JAIR BOLSONARO,1407,100.00,14.68,44
2310902,LULA,8179,100.00,85.32,44
2310951,JAIR BOLSONARO,1220,100.00,18.68,32
2310951,LULA,5311,100.00,81.32,32
2311009,JAIR BOLSONARO,1041,100.00,14.11,42
2311009,LULA,6336,100.00,85.89,42
2311108,JAIR BOLSONARO,1398,100.00,12.85,52
2311108,LULA,9479,100.00,87.15,52
2311207,JAIR BOLSONARO,576,100.00,9.86,30
2311207,LULA,5263,100.00,90.14,30
2311231,JAIR BOLSONARO,672,100.00,14.38,21
2311231,LULA,4002,100.00,85.62,21
2311264,JAIR BOLSONARO,1948,100.00,15.42,66
2311264,LULA,10682,100.00,84.58,66
2311306,JAIR BOLSONARO,16776,100.00,35.68,209
2311306,LULA,30241,100.00,64.32,209
2311355,JAIR BOLSONARO,1738,100.00,14.57,51
2311355,LULA,10194,100.00,85.43,51
2311405,JAIR BOLSONARO,9242,100.00,20.12,215
2311405,LULA,36681,100.00,79.88,215
2311504,JAIR BOLSONARO,3378,100.00,23.35,61
2311504,LULA,11090,100.00,76.65,61
2311603,JAIR BOLSONARO,5110,100.00,27.39,86
2311603,LULA,13545,100.00,72.61,86
2311702,JAIR BOLSONARO,2075,100.00,17.01,59
2311702,LULA,10125,100.00,82.99,59
2311801,JAIR BOLSONARO,13306,100.00,28.81,194
2311801,LULA,32874,100.00,71.19,194
2311900,JAIR BOLSONARO,1447,100.00,15.89,49
2311900,LULA,7660,100.00,84.11,49
2311959,JAIR BOLSONARO,1744,100.00,16.18,51
2311959,LULA,9034,100.00,83.82,51
2312007,JAIR BOLSONARO,3997,100.00,20.02,104
2312007,LULA,15968,100.00,79.98,104
2312106,JAIR BOLSONARO,1082,100.00,10.18,50
2312106,LULA,9549,100.00,89.82,50
2312205,JAIR BOLSONARO,4530,100.00,17.30,125
2312205,LULA,21661,100.00,82.70,125
2312304,JAIR BOLSONARO,7153,100.00,25.43,135
2312304,LULA,20977,100.00,74.57,135
2312403,JAIR BOLSONARO,13070,100.00,34.90,155
2312403,LULA,24376,100.00,65.10,155
2312502,JAIR BOLSONARO,804,100.00,16.73,27
2312502,LULA,4003,100.00,83.27,27
2312601,JAIR BOLSONARO,2273,100.00,25.75,39
2312601,LULA,6555,100.00,74.25,39
2312700,JAIR BOLSONARO,4395,100.00,27.24,83
2312700,LULA,11737,100.00,72.76,83
2312809,JAIR BOLSONARO,1098,100.00,21.41,21
2312809,LULA,4030,100.00,78.59,21
2312908,JAIR BOLSONARO,37230,100.00,30.97,494
2312908,LULA,82974,100.00,69.03,494
2313005,JAIR BOLSONARO,1681,100.00,15.02,50
2313005,LULA,9512,100.00,84.98,50
2313104,JAIR BOLSONARO,3856,100.00,19.38,92
2313104,LULA,16036,100.00,80.62,92
2313203,JAIR BOLSONARO,2985,100.00,18.11,91
2313203,LULA,13497,100.00,81.89,91
2313252,JAIR BOLSONARO,607,100.00,11.08,31
2313252,LULA,4871,100.00,88.92,31
2313302,JAIR BOLSONARO,10400,100.00,30.18,183
2313302,LULA,24064,100.00,69.82,183
2313351,JAIR BOLSONARO,2368,100.00,19.95,54
2313351,LULA,9499,100.00,80.05,54
2313401,JAIR BOLSONARO,16204,100.00,35.57,198
2313401,LULA,29355,100.00,64.43,198
2313500,JAIR BOLSONARO,9276,100.00,25.84,170
2313500,LULA,26617,100.00,74.16,170
2313559,JAIR BOLSONARO,2861,100.00,24.73,54
2313559,LULA,8708,100.00,75.27,54
2313609,JAIR BOLSONARO,6095,100.00,30.01,88
2313609,LULA,14214,100.00,69.99,88
2313708,JAIR BOLSONARO,1073,100.00,22.28,25
2313708,LULA,3744,100.00,77.72,25
2313757,JAIR BOLSONARO,2650,100.00,22.33,52
2313757,LULA,9217,100.00,77.67,52
2313807,JAIR BOLSONARO,3731,100.00,26.12,60
2313807,LULA,10554,100.00,73.88,60
2313906,JAIR BOLSONARO,1831,100.00,21.04,39
2313906,LULA,6871,100.00,78.96,39
2313955,JAIR BOLSONARO,3381,100.00,27.69,58
2313955,LULA,8827,100.00,72.31,58
2314003,JAIR BOLSONARO,4185,100.00,16.93,108
2314003,LULA,20533,100.00,83.07,108
2314102,JAIR BOLSONARO,8215,100.00,22.84,159
2314102,LULA,27746,100.00,77.16,159
2400109,JAIR BOLSONARO,2305,100.00,31.85,29
2400109,LULA,4932,100.00,68.15,29
2400208,JAIR BOLSONARO,8733,100.00,25.14,127
2400208,LULA,26008,100.00,74.86,127
2400307,JAIR BOLSONARO,1942,100.00,26.65,33
2400307,LULA,5344,100.00,73.35,33
2400406,JAIR BOLSONARO,258,100.00,11.25,11
2400406,LULA,2036,100.00,88.75,11
2400505,JAIR BOLSONARO,1292,100.00,15.02,43
2400505,LULA,7312,100.00,84.98,43
2400604,JAIR BOLSONARO,676,100.00,17.05,21
2400604,LULA,3289,100.00,82.95,21
2400703,JAIR BOLSONARO,1723,100.00,19.31,36
2400703,LULA,7198,100.00,80.69,36
2400802,JAIR BOLSONARO,2368,100.00,30.69,31
2400802,LULA,5347,100.00,69.31,31
2400901,JAIR BOLSONARO,621,100.00,13.76,23
2400901,LULA,3892,100.00,86.24,23
2401008,JAIR BOLSONARO,5311,100.00,22.03,89
2401008,LULA,18793,100.00,77.97,89
2401107,JAIR BOLSONARO,5198,100.00,31.57,69
2401107,LULA,11265,100.00,68.43,69
2401206,JAIR BOLSONARO,2829,100.00,31.36,34
2401206,LULA,6193,100.00,68.64,34
2401305,JAIR BOLSONARO,1871,100.00,28.11,31
2401305,LULA,4784,100.00,71.89,31
2401404,JAIR BOLSONARO,1961,100.00,36.10,23
2401404,LULA,3471,100.00,63.90,23
2401453,JAIR BOLSONARO,5181,100.00,30.88,61
2401453,LULA,11596,100.00,69.12,61
2401503,JAIR BOLSONARO,1376,100.00,38.36,13
2401503,LULA,2211,100.00,61.64,13
2401602,JAIR BOLSONARO,807,100.00,20.96,19
2401602,LULA,3044,100.00,79.04,19
2401651,JAIR BOLSONARO,541,100.00,20.09,10
2401651,LULA,2152,100.00,79.91,10
2401701,JAIR BOLSONARO,2463,100.00,35.59,29
2401701,LULA,4458,100.00,64.41,29
2401800,JAIR BOLSONARO,2304,100.00,29.46,29
2401800,LULA,5517,100.00,70.54,29
2401859,JAIR BOLSONARO,1308,100.00,32.68,18
