id_ibge,nc,votos,urnas_apuradas,prop,secoes_totais
3148103,LULA,20332,100.00,38.87,216
3148202,JAIR BOLSONARO,1707,100.00,42.77,18
3148202,LULA,2284,100.00,57.23,18
3148301,JAIR BOLSONARO,1659,100.00,28.42,27
3148301,LULA,4179,100.00,71.58,27
3148400,JAIR BOLSONARO,556,100.00,19.20,21
3148400,LULA,2340,100.00,80.80,21
3148509,JAIR BOLSONARO,1403,100.00,32.19,19
3148509,LULA,2956,100.00,67.81,19
3148608,JAIR BOLSONARO,3033,100.00,34.40,48
3148608,LULA,5785,100.00,65.60,48
3148707,JAIR BOLSONARO,4712,100.00,40.17,66
3148707,LULA,7018,100.00,59.83,66
3148756,JAIR BOLSONARO,2496,100.00,52.54,19
3148756,LULA,2255,100.00,47.46,19
3148806,JAIR BOLSONARO,729,100.00,27.01,15
3148806,LULA,1970,100.00,72.99,15
3148905,JAIR BOLSONARO,1726,100.00,59.54,14
3148905,LULA,1173,100.00,40.46,14
3149002,JAIR BOLSONARO,824,100.00,38.31,10
3149002,LULA,1327,100.00,61.69,10
3149101,JAIR BOLSONARO,4307,100.00,59.06,29
3149101,LULA,2985,100.00,40.94,29
3149150,JAIR BOLSONARO,1199,100.00,22.73,28
3149150,LULA,4075,100.00,77.27,28
3149200,JAIR BOLSONARO,1283,100.00,51.75,12
3149200,LULA,1196,100.00,48.25,12
3149309,JAIR BOLSONARO,21063,100.00,55.20,161
3149309,LULA,17093,100.00,44.80,161
3149408,JAIR BOLSONARO,435,100.00,22.54,10
3149408,LULA,1495,100.00,77.46,10
3149507,JAIR BOLSONARO,1043,100.00,42.76,12
3149507,LULA,1396,100.00,57.24,12
3149606,JAIR BOLSONARO,1495,100.00,51.06,14
3149606,LULA,1433,100.00,48.94,14
3149705,JAIR BOLSONARO,4892,100.00,75.52,25
3149705,LULA,1586,100.00,24.48,25
3149804,JAIR BOLSONARO,5847,100.00,58.41,49
3149804,LULA,4163,100.00,41.59,49
3149903,JAIR BOLSONARO,7363,100.00,55.20,53
3149903,LULA,5975,100.00,44.80,53
3149952,JAIR BOLSONARO,2182,100.00,47.14,21
3149952,LULA,2447,100.00,52.86,21
3150000,JAIR BOLSONARO,774,100.00,33.56,15
3150000,LULA,1532,100.00,66.44,15
3150109,JAIR BOLSONARO,841,100.00,34.47,13
3150109,LULA,1599,100.00,65.53,13
3150158,JAIR BOLSONARO,3236,100.00,55.12,24
3150158,LULA,2635,100.00,44.88,24
3150208,JAIR BOLSONARO,838,100.00,29.04,13
3150208,LULA,2048,100.00,70.96,13
3150307,JAIR BOLSONARO,1201,100.00,39.95,16
3150307,LULA,1805,100.00,60.05,16
3150406,JAIR BOLSONARO,1943,100.00,51.08,13
3150406,LULA,1861,100.00,48.92,13
3150505,JAIR BOLSONARO,3011,100.00,55.56,22
3150505,LULA,2408,100.00,44.44,22
3150539,JAIR BOLSONARO,1171,100.00,37.08,12
3150539,LULA,1987,100.00,62.92,12
3150570,JAIR BOLSONARO,1142,100.00,26.64,28
3150570,LULA,3145,100.00,73.36,28
3150604,JAIR BOLSONARO,1929,100.00,41.01,20
3150604,LULA,2775,100.00,58.99,20
3150703,JAIR BOLSONARO,1586,100.00,46.99,13
3150703,LULA,1789,100.00,53.01,13
3150802,JAIR BOLSONARO,3170,100.00,34.12,47
3150802,LULA,6120,100.00,65.88,47
3150901,JAIR BOLSONARO,2263,100.00,62.00,15
3150901,LULA,1387,100.00,38.00,15
3151008,JAIR BOLSONARO,3032,100.00,53.81,21
3151008,LULA,2603,100.00,46.19,21
3151107,JAIR BOLSONARO,3459,100.00,44.32,35
3151107,LULA,4346,100.00,55.68,35
3151206,JAIR BOLSONARO,16654,100.00,55.20,130
3151206,LULA,13515,100.00,44.80,130
3151305,JAIR BOLSONARO,3200,100.00,42.35,27
3151305,LULA,4356,100.00,57.65,27
3151404,JAIR BOLSONARO,10955,100.00,64.77,69
3151404,LULA,5960,100.00,35.23,69
3151503,JAIR BOLSONARO,12460,100.00,63.84,71
3151503,LULA,7058,100.00,36.16,71
3151602,JAIR BOLSONARO,3045,100.00,49.61,23
3151602,LULA,3093,100.00,50.39,23
3151701,JAIR BOLSONARO,5208,100.00,50.70,37
3151701,LULA,5065,100.00,49.30,37
3151800,JAIR BOLSONARO,52121,100.00,58.36,392
3151800,LULA,37183,100.00,41.64,392
3151909,JAIR BOLSONARO,2631,100.00,47.29,25
3151909,LULA,2932,100.00,52.71,25
3152006,JAIR BOLSONARO,8089,100.00,44.10,68
3152006,LULA,10254,100.00,55.90,68
3152105,JAIR BOLSONARO,11451,100.00,33.32,146
3152105,LULA,22919,100.00,66.68,146
3152131,JAIR BOLSONARO,531,100.00,20.97,13
3152131,LULA,2001,100.00,79.03,13
3152170,JAIR BOLSONARO,1829,100.00,29.58,31
3152170,LULA,4355,100.00,70.42,31
3152204,JAIR BOLSONARO,8462,100.00,36.09,111
3152204,LULA,14983,100.00,63.91,111
3152303,JAIR BOLSONARO,2290,100.00,33.19,29
3152303,LULA,4610,100.00,66.81,29
3152402,JAIR BOLSONARO,3356,100.00,40.83,40
3152402,LULA,4863,100.00,59.17,40
3152501,JAIR BOLSONARO,50221,100.00,59.51,345
3152501,LULA,34169,100.00,40.49,345
3152600,JAIR BOLSONARO,2431,100.00,55.87,18
3152600,LULA,1920,100.00,44.13,18
3152709,JAIR BOLSONARO,2173,100.00,36.82,22
3152709,LULA,3729,100.00,63.18,22
3152808,JAIR BOLSONARO,7615,100.00,46.71,69
3152808,LULA,8687,100.00,53.29,69
3152907,JAIR BOLSONARO,2898,100.00,52.30,25
3152907,LULA,2643,100.00,47.70,25
3153004,JAIR BOLSONARO,1423,100.00,62.52,10
3153004,LULA,853,100.00,37.48,10
3153103,JAIR BOLSONARO,1212,100.00,29.84,23
3153103,LULA,2850,100.00,70.16,23
3153202,JAIR BOLSONARO,865,100.00,32.58,16
3153202,LULA,1790,100.00,67.42,16
3153301,JAIR BOLSONARO,341,100.00,15.46,13
3153301,LULA,1864,100.00,84.54,13
3153400,JAIR BOLSONARO,6159,100.00,52.17,50
3153400,LULA,5647,100.00,47.83,50
3153509,JAIR BOLSONARO,3581,100.00,64.37,27
3153509,LULA,1982,100.00,35.63,27
3153608,JAIR BOLSONARO,3372,100.00,51.90,26
3153608,LULA,3125,100.00,48.10,26
3153707,JAIR BOLSONARO,1049,100.00,41.17,13
3153707,LULA,1499,100.00,58.83,13
3153806,JAIR BOLSONARO,896,100.00,44.38,8
3153806,LULA,1123,100.00,55.62,8
3153905,JAIR BOLSONARO,4020,100.00,37.46,42
3153905,LULA,6711,100.00,62.54,42
3154002,JAIR BOLSONARO,5412,100.00,40.37,66
3154002,LULA,7995,100.00,59.63,66
3154101,JAIR BOLSONARO,2284,100.00,38.46,26
3154101,LULA,3654,100.00,61.54,26
3154150,JAIR BOLSONARO,2189,100.00,48.70,15
3154150,LULA,2306,100.00,51.30,15
3154200,JAIR BOLSONARO,3386,100.00,46.09,31
3154200,LULA,3961,100.00,53.91,31
3154309,JAIR BOLSONARO,5747,100.00,63.81,51
3154309,LULA,3259,100.00,36.19,51
3154408,JAIR BOLSONARO,1274,100.00,36.71,15
3154408,LULA,2196,100.00,63.29,15
3154457,JAIR BOLSONARO,1506,100.00,36.12,19
3154457,LULA,2663,100.00,63.88,19
3154507,JAIR BOLSONARO,1516,100.00,28.11,30
3154507,LULA,3878,100.00,71.89,30
3154606,JAIR BOLSONARO,84526,100.00,49.37,608
3154606,LULA,86681,100.00,50.63,608
3154705,JAIR BOLSONARO,1063,100.00,40.54,12
3154705,LULA,1559,100.00,59.46,12
3154804,JAIR BOLSONARO,3093,100.00,45.17,25
3154804,LULA,3754,100.00,54.83,25
3154903,JAIR BOLSONARO,2625,100.00,33.78,36
3154903,LULA,5145,100.00,66.22,36
3155009,JAIR BOLSONARO,645,100.00,32.92,9
3155009,LULA,1314,100.00,67.08,9
3155108,JAIR BOLSONARO,594,100.00,20.24,13
3155108,LULA,2341,100.00,79.76,13
3155207,JAIR BOLSONARO,1495,100.00,37.20,23
3155207,LULA,2524,100.00,62.80,23
3155306,JAIR BOLSONARO,1617,100.00,43.60,15
3155306,LULA,2092,100.00,56.40,15
3155405,JAIR BOLSONARO,2265,100.00,40.86,30
3155405,LULA,3278,100.00,59.14,30
3155504,JAIR BOLSONARO,3937,100.00,49.08,36
3155504,LULA,4085,100.00,50.92,36
3155603,JAIR BOLSONARO,5913,100.00,39.24,95
3155603,LULA,9154,100.00,60.76,95
3155702,JAIR BOLSONARO,3587,100.00,39.38,47
3155702,LULA,5521,100.00,60.62,47
3155801,JAIR BOLSONARO,4599,100.00,41.67,45
3155801,LULA,6437,100.00,58.33,45
3155900,JAIR BOLSONARO,1441,100.00,35.26,18
3155900,LULA,2646,100.00,64.74,18
3156007,JAIR BOLSONARO,1861,100.00,29.67,38
3156007,LULA,4412,100.00,70.33,38
3156106,JAIR BOLSONARO,1297,100.00,36.09,17
3156106,LULA,2297,100.00,63.91,17
3156205,JAIR BOLSONARO,939,100.00,49.60,7
3156205,LULA,954,100.00,50.40,7
3156304,JAIR BOLSONARO,2501,100.00,46.91,19
3156304,LULA,2830,100.00,53.09,19
3156403,JAIR BOLSONARO,939,100.00,36.49,10
3156403,LULA,1634,100.00,63.51,10
3156452,JAIR BOLSONARO,1480,100.00,36.94,16
3156452,LULA,2527,100.00,63.06,16
3156502,JAIR BOLSONARO,837,100.00,17.69,34
3156502,LULA,3895,100.00,82.31,34
3156601,JAIR BOLSONARO,1289,100.00,27.31,25
3156601,LULA,3431,100.00,72.69,25
3156700,JAIR BOLSONARO,37228,100.00,49.41,295
3156700,LULA,38119,100.00,50.59,295
3156809,JAIR BOLSONARO,2205,100.00,27.36,44
3156809,LULA,5854,100.00,72.64,44
3156908,JAIR BOLSONARO,8867,100.00,58.62,60
3156908,LULA,6258,100.00,41.38,60
3157005,JAIR BOLSONARO,9031,100.00,38.00,107
3157005,LULA,14737,100.00,62.00,107
3157104,JAIR BOLSONARO,1100,100.00,31.87,18
3157104,LULA,2351,100.00,68.13,18
3157203,JAIR BOLSONARO,6894,100.00,37.16,80
3157203,LULA,11658,100.00,62.84,80
3157252,JAIR BOLSONARO,2892,100.00,51.48,26
3157252,LULA,2726,100.00,48.52,26
3157278,JAIR BOLSONARO,944,100.00,36.07,11
3157278,LULA,1673,100.00,63.93,11
3157302,JAIR BOLSONARO,878,100.00,25.40,19
3157302,LULA,2579,100.00,74.60,19
3157336,JAIR BOLSONARO,2865,100.00,55.74,19
3157336,LULA,2275,100.00,44.26,19
3157377,JAIR BOLSONARO,460,100.00,15.89,15
3157377,LULA,2435,100.00,84.11,15
3157401,JAIR BOLSONARO,1024,100.00,27.74,17
3157401,LULA,2667,100.00,72.26,17
3157500,JAIR BOLSONARO,841,100.00,32.62,13
3157500,LULA,1737,100.00,67.38,13
3157609,JAIR BOLSONARO,554,100.00,24.21,14
3157609,LULA,1734,100.00,75.79,14
3157658,JAIR BOLSONARO,967,100.00,25.27,18
3157658,LULA,2859,100.00,74.73,18
3157708,JAIR BOLSONARO,4449,100.00,52.93,27
3157708,LULA,3956,100.00,47.07,27
3157807,JAIR BOLSONARO,68438,100.00,51.76,470
3157807,LULA,63793,100.00,48.24,470
3157906,JAIR BOLSONARO,5231,100.00,50.11,38
3157906,LULA,5208,100.00,49.89,38
3158003,JAIR BOLSONARO,2158,100.00,32.72,28
3158003,LULA,4437,100.00,67.28,28
3158102,JAIR BOLSONARO,1096,100.00,37.52,15
3158102,LULA,1825,100.00,62.48,15
3158201,JAIR BOLSONARO,2640,100.00,34.31,42
3158201,LULA,5054,100.00,65.69,42
3158300,JAIR BOLSONARO,2341,100.00,48.17,20
3158300,LULA,2519,100.00,51.83,20
3158409,JAIR BOLSONARO,1279,100.00,47.49,10
3158409,LULA,1414,100.00,52.51,10
3158508,JAIR BOLSONARO,2344,100.00,41.54,26
3158508,LULA,3299,100.00,58.46,26
3158607,JAIR BOLSONARO,934,100.00,34.61,13
3158607,LULA,1765,100.00,65.39,13
3158706,JAIR BOLSONARO,507,100.00,28.23,7
3158706,LULA,1289,100.00,71.77,7
3158805,JAIR BOLSONARO,1441,100.00,46.56,13
3158805,LULA,1654,100.00,53.44,13
3158904,JAIR BOLSONARO,2383,100.00,41.43,22
3158904,LULA,3369,100.00,58.57,22
3158953,JAIR BOLSONARO,10563,100.00,59.83,70
3158953,LULA,7093,100.00,40.17,70
3159001,JAIR BOLSONARO,1588,100.00,37.43,20
3159001,LULA,2655,100.00,62.57,20
3159100,JAIR BOLSONARO,1090,100.00,37.66,12
3159100,LULA,1804,100.00,62.34,12
3159209,JAIR BOLSONARO,3488,100.00,62.93,23
3159209,LULA,2055,100.00,37.07,23
3159308,JAIR BOLSONARO,1248,100.00,36.96,19
3159308,LULA,2129,100.00,63.04,19
3159357,JAIR BOLSONARO,2365,100.00,51.47,20
3159357,LULA,2230,100.00,48.53,20
3159407,JAIR BOLSONARO,649,100.00,26.26,14
3159407,LULA,1822,100.00,73.74,14
3159506,JAIR BOLSONARO,2178,100.00,58.63,18
3159506,LULA,1537,100.00,41.37,18
3159605,JAIR BOLSONARO,16127,100.00,66.56,90
3159605,LULA,8102,100.00,33.44,90
3159704,JAIR BOLSONARO,1138,100.00,47.86,10
3159704,LULA,1240,100.00,52.14,10
3159803,JAIR BOLSONARO,5437,100.00,41.83,58
3159803,LULA,7560,100.00,58.17,58
3159902,JAIR BOLSONARO,3635,100.00,33.50,49
3159902,LULA,7216,100.00,66.50,49
3160009,JAIR BOLSONARO,1239,100.00,43.34,12
3160009,LULA,1620,100.00,56.66,12
3160108,JAIR BOLSONARO,856,100.00,28.84,12
3160108,LULA,2112,100.00,71.16,12
3160207,JAIR BOLSONARO,481,100.00,21.43,11
3160207,LULA,1764,100.00,78.57,11
3160306,JAIR BOLSONARO,2338,100.00,37.82,30
3160306,LULA,3844,100.00,62.18,30
3160405,JAIR BOLSONARO,11569,100.00,72.59,69
3160405,LULA,4368,100.00,27.41,69
3160454,JAIR BOLSONARO,1233,100.00,28.40,24
3160454,LULA,3109,100.00,71.60,24
3160504,JAIR BOLSONARO,566,100.00,37.04,8
3160504,LULA,962,100.00,62.96,8
3160603,JAIR BOLSONARO,558,100.00,27.84,11
3160603,LULA,1446,100.00,72.16,11
3160702,JAIR BOLSONARO,11152,100.00,38.20,128
3160702,LULA,18039,100.00,61.80,128
3160801,JAIR BOLSONARO,1571,100.00,48.86,12
3160801,LULA,1644,100.00,51.14,12
3160900,JAIR BOLSONARO,986,100.00,36.65,12
3160900,LULA,1704,100.00,63.35,12
3160959,JAIR BOLSONARO,2238,100.00,53.98,20
3160959,LULA,1908,100.00,46.02,20
3161007,JAIR BOLSONARO,4125,100.00,38.24,41
3161007,LULA,6662,100.00,61.76,41
3161056,JAIR BOLSONARO,1121,100.00,46.96,13
3161056,LULA,1266,100.00,53.04,13
3161106,JAIR BOLSONARO,8931,100.00,31.68,151
3161106,LULA,19259,100.00,68.32,151
3161205,JAIR BOLSONARO,1769,100.00,37.61,22
3161205,LULA,2935,100.00,62.39,22
3161304,JAIR BOLSONARO,1423,100.00,39.21,17
3161304,LULA,2206,100.00,60.79,17
3161403,JAIR BOLSONARO,1181,100.00,35.67,13
3161403,LULA,2130,100.00,64.33,13
3161502,JAIR BOLSONARO,1929,100.00,34.58,20
3161502,LULA,3650,100.00,65.42,20
3161601,JAIR BOLSONARO,860,100.00,34.82,15
3161601,LULA,1610,100.00,65.18,15
3161650,JAIR BOLSONARO,1009,100.00,45.13,10
3161650,LULA,1227,100.00,54.87,10
3161700,JAIR BOLSONARO,1966,100.00,49.42,18
3161700,LULA,2012,100.00,50.58,18
3161809,JAIR BOLSONARO,3814,100.00,55.47,30
3161809,LULA,3062,100.00,44.53,30
3161908,JAIR BOLSONARO,3534,100.00,40.34,35
3161908,LULA,5227,100.00,59.66,35
3162005,JAIR BOLSONARO,7459,100.00,53.60,57
3162005,LULA,6458,100.00,46.40,57
3162104,JAIR BOLSONARO,13122,100.00,62.46,96
3162104,LULA,7887,100.00,37.54,96
3162203,JAIR BOLSONARO,2909,100.00,58.84,17
3162203,LULA,2035,100.00,41.16,17
3162252,JAIR BOLSONARO,958,100.00,26.20,18
3162252,LULA,2698,100.00,73.80,18
3162302,JAIR BOLSONARO,1424,100.00,61.14,10
3162302,LULA,905,100.00,38.86,10
3162401,JAIR BOLSONARO,2813,100.00,18.95,80
3162401,LULA,12030,100.00,81.05,80
3162450,JAIR BOLSONARO,1678,100.00,24.26,36
3162450,LULA,5239,100.00,75.74,36
3162500,JAIR BOLSONARO,28797,100.00,52.33,220
3162500,LULA,26233,100.00,47.67,220
3162559,JAIR BOLSONARO,3925,100.00,52.72,25
3162559,LULA,3520,100.00,47.28,25
3162575,JAIR BOLSONARO,1860,100.00,49.53,19
3162575,LULA,1895,100.00,50.47,19
3162609,JAIR BOLSONARO,2414,100.00,45.77,22
3162609,LULA,2860,100.00,54.23,22
3162658,JAIR BOLSONARO,641,100.00,22.51,15
3162658,LULA,2207,100.00,77.49,15
3162708,JAIR BOLSONARO,5568,100.00,46.43,72
3162708,LULA,6423,100.00,53.57,72
3162807,JAIR BOLSONARO,2497,100.00,28.08,38
3162807,LULA,6397,100.00,71.92,38
3162906,JAIR BOLSONARO,7479,100.00,48.11,67
3162906,LULA,8068,100.00,51.89,67
3162922,JAIR BOLSONARO,7479,100.00,46.22,60
3162922,LULA,8703,100.00,53.78,60
3162948,JAIR BOLSONARO,2606,100.00,51.77,23
3162948,LULA,2428,100.00,48.23,23
3162955,JAIR BOLSONARO,8535,100.00,54.48,59
3162955,LULA,7131,100.00,45.52,59
3163003,JAIR BOLSONARO,1042,100.00,39.29,15
3163003,LULA,1610,100.00,60.71,15
3163102,JAIR BOLSONARO,1509,100.00,51.33,11
3163102,LULA,1431,100.00,48.67,11
3163201,JAIR BOLSONARO,1756,100.00,61.46,11
3163201,LULA,1101,100.00,38.54,11
3163300,JAIR BOLSONARO,1181,100.00,50.36,12
3163300,LULA,1164,100.00,49.64,12
3163409,JAIR BOLSONARO,1089,100.00,32.25,16
3163409,LULA,2288,100.00,67.75,16
3163508,JAIR BOLSONARO,1103,100.00,29.01,21
3163508,LULA,2699,100.00,70.99,21
3163607,JAIR BOLSONARO,919,100.00,40.88,9
3163607,LULA,1329,100.00,59.12,9
3163706,JAIR BOLSONARO,16504,100.00,63.40,113
3163706,LULA,9528,100.00,36.60,113
3163805,JAIR BOLSONARO,1533,100.00,31.44,22
3163805,LULA,3343,100.00,68.56,22
3163904,JAIR BOLSONARO,1830,100.00,56.07,13
3163904,LULA,1434,100.00,43.93,13
3164001,JAIR BOLSONARO,1249,100.00,27.80,24
3164001,LULA,3243,100.00,72.20,24
3164100,JAIR BOLSONARO,1168,100.00,34.36,15
3164100,LULA,2231,100.00,65.64,15
3164209,JAIR BOLSONARO,1389,100.00,30.46,21
3164209,LULA,3171,100.00,69.54,21
3164308,JAIR BOLSONARO,3251,100.00,74.39,18
3164308,LULA,1119,100.00,25.61,18
3164407,JAIR BOLSONARO,2366,100.00,53.14,16
3164407,LULA,2086,100.00,46.86,16
3164431,JAIR BOLSONARO,964,100.00,42.54,9
3164431,LULA,1302,100.00,57.46,9
3164472,JAIR BOLSONARO,1993,100.00,51.61,15
3164472,LULA,1869,100.00,48.39,15
3164506,JAIR BOLSONARO,1992,100.00,36.36,32
3164506,LULA,3486,100.00,63.64,32
3164605,JAIR BOLSONARO,2498,100.00,49.01,24
3164605,LULA,2599,100.00,50.99,24
3164704,JAIR BOLSONARO,20627,100.00,55.99,144
3164704,LULA,16216,100.00,44.01,144
3164803,JAIR BOLSONARO,573,100.00,44.45,7
3164803,LULA,716,100.00,55.55,7
3164902,JAIR BOLSONARO,1036,100.00,61.30,6
3164902,LULA,654,100.00,38.70,6
3165008,JAIR BOLSONARO,3242,100.00,46.27,30
3165008,LULA,3764,100.00,53.73,30
3165107,JAIR BOLSONARO,2287,100.00,52.62,17
3165107,LULA,2059,100.00,47.38,17
3165206,JAIR BOLSONARO,1161,100.00,30.16,18
3165206,LULA,2688,100.00,69.84,18
3165305,JAIR BOLSONARO,1937,100.00,45.08,22
3165305,LULA,2360,100.00,54.92,22
3165404,JAIR BOLSONARO,2273,100.00,54.68,17
3165404,LULA,1884,100.00,45.32,17
3165503,JAIR BOLSONARO,1296,100.00,41.13,16
3165503,LULA,1855,100.00,58.87,16
3165537,JAIR BOLSONARO,11201,100.00,55.97,70
3165537,LULA,8813,100.00,44.03,70
3165552,JAIR BOLSONARO,1131,100.00,20.09,27
3165552,LULA,4499,100.00,79.91,27
3165560,JAIR BOLSONARO,722,100.00,30.07,12
3165560,LULA,1679,100.00,69.93,12
3165578,JAIR BOLSONARO,2559,100.00,58.79,15
3165578,LULA,1794,100.00,41.21,15
3165602,JAIR BOLSONARO,713,100.00,37.76,9
3165602,LULA,1175,100.00,62.24,9
3165701,JAIR BOLSONARO,1613,100.00,31.43,22
3165701,LULA,3519,100.00,68.57,22
3165800,JAIR BOLSONARO,1034,100.00,59.19,8
3165800,LULA,713,100.00,40.81,8
3165909,JAIR BOLSONARO,869,100.00,28.96,20
3165909,LULA,2132,100.00,71.04,20
3166006,JAIR BOLSONARO,1144,100.00,26.71,16
3166006,LULA,3139,100.00,73.29,16
3166105,JAIR BOLSONARO,773,100.00,34.95,14
3166105,LULA,1439,100.00,65.05,14
3166204,JAIR BOLSONARO,2196,100.00,33.73,30
3166204,LULA,4314,100.00,66.27,30
3166303,JAIR BOLSONARO,2666,100.00,51.48,21
3166303,LULA,2513,100.00,48.52,21
3166402,JAIR BOLSONARO,591,100.00,41.18,7
3166402,LULA,844,100.00,58.82,7
3166501,JAIR BOLSONARO,556,100.00,25.30,10
3166501,LULA,1642,100.00,74.70,10
3166600,JAIR BOLSONARO,441,100.00,53.85,4
3166600,LULA,378,100.00,46.15,4
3166709,JAIR BOLSONARO,1480,100.00,36.84,24
3166709,LULA,2537,100.00,63.16,24
3166808,JAIR BOLSONARO,4002,100.00,55.82,30
3166808,LULA,3168,100.00,44.18,30
3166907,JAIR BOLSONARO,2315,100.00,48.37,18
3166907,LULA,2471,100.00,51.63,18
3166956,JAIR BOLSONARO,841,100.00,28.13,16
3166956,LULA,2149,100.00,71.87,16
3167004,JAIR BOLSONARO,653,100.00,41.17,10
3167004,LULA,933,100.00,58.83,10
3167103,JAIR BOLSONARO,2933,100.00,26.15,56
3167103,LULA,8281,100.00,73.85,56
3167202,JAIR BOLSONARO,78922,100.00,58.44,520
3167202,LULA,56124,100.00,41.56,520
3167301,JAIR BOLSONARO,671,100.00,31.89,10
3167301,LULA,1433,100.00,68.11,10
3167400,JAIR BOLSONARO,2136,100.00,57.73,18
3167400,LULA,1564,100.00,42.27,18
3167509,JAIR BOLSONARO,1008,100.00,42.18,10
3167509,LULA,1382,100.00,57.82,10
3167608,JAIR BOLSONARO,5923,100.00,49.76,55
3167608,LULA,5980,100.00,50.24,55
3167707,JAIR BOLSONARO,1466,100.00,47.15,18
3167707,LULA,1643,100.00,52.85,18
3167806,JAIR BOLSONARO,2088,100.00,53.31,15
3167806,LULA,1829,100.00,46.69,15
3167905,JAIR BOLSONARO,1231,100.00,38.42,13
3167905,LULA,1973,100.00,61.58,13
3168002,JAIR BOLSONARO,11252,100.00,57.80,83
3168002,LULA,8214,100.00,42.20,83
3168051,JAIR BOLSONARO,1137,100.00,41.00,11
3168051,LULA,1636,100.00,59.00,11
3168101,JAIR BOLSONARO,2587,100.00,72.67,14
3168101,LULA,973,100.00,27.33,14
3168200,JAIR BOLSONARO,712,100.00,48.11,7
3168200,LULA,768,100.00,51.89,7
3168309,JAIR BOLSONARO,1900,100.00,52.00,16
3168309,LULA,1754,100.00,48.00,16
3168408,JAIR BOLSONARO,3600,100.00,47.95,45
3168408,LULA,3908,100.00,52.05,45
3168507,JAIR BOLSONARO,2769,100.00,34.25,38
3168507,LULA,5315,100.00,65.75,38
3168606,JAIR BOLSONARO,37683,100.00,49.82,331
3168606,LULA,37952,100.00,50.18,331
3168705,JAIR BOLSONARO,27644,100.00,59.99,174
3168705,LULA,18436,100.00,40.01,174
3168804,JAIR BOLSONARO,2605,100.00,46.90,24
3168804,LULA,2949,100.00,53.10,24
3168903,JAIR BOLSONARO,2916,100.00,66.82,24
3168903,LULA,1448,100.00,33.18,24
3169000,JAIR BOLSONARO,4883,100.00,47.07,48
3169000,LULA,5490,100.00,52.93,48
3169059,JAIR BOLSONARO,1482,100.00,45.88,13
3169059,LULA,1748,100.00,54.12,13
3169109,JAIR BOLSONARO,2980,100.00,61.23,19
3169109,LULA,1887,100.00,38.77,19
3169208,JAIR BOLSONARO,2330,100.00,42.90,24
3169208,LULA,3101,100.00,57.10,24
3169307,JAIR BOLSONARO,25622,100.00,59.86,168
3169307,LULA,17182,100.00,40.14,168
3169356,JAIR BOLSONARO,9018,100.00,51.08,78
3169356,LULA,8635,100.00,48.92,78
3169406,JAIR BOLSONARO,16946,100.00,48.06,146
3169406,LULA,18312,100.00,51.94,146
3169505,JAIR BOLSONARO,1673,100.00,43.96,18
3169505,LULA,2133,100.00,56.04,18
3169604,JAIR BOLSONARO,6980,100.00,45.41,64
3169604,LULA,8390,100.00,54.59,64
3169703,JAIR BOLSONARO,3481,100.00,29.24,52
3169703,LULA,8423,100.00,70.76,52
3169802,JAIR BOLSONARO,1801,100.00,51.87,15
3169802,LULA,1671,100.00,48.13,15
3169901,JAIR BOLSONARO,27156,100.00,48.69,231
3169901,LULA,28614,100.00,51.31,231
3170008,JAIR BOLSONARO,1542,100.00,23.62,43
3170008,LULA,4987,100.00,76.38,43
3170057,JAIR BOLSONARO,4453,100.00,57.12,39
3170057,LULA,3343,100.00,42.88,39
3170107,JAIR BOLSONARO,98568,100.00,54.02,764
3170107,LULA,83899,100.00,45.98,764
3170206,JAIR BOLSONARO,215660,100.00,53.12,1619
3170206,LULA,190299,100.00,46.88,1619
3170305,JAIR BOLSONARO,497,100.00,27.89,13
3170305,LULA,1285,100.00,72.11,13
3170404,JAIR BOLSONARO,28970,100.00,60.06,181
3170404,LULA,19267,100.00,39.94,181
3170438,JAIR BOLSONARO,958,100.00,39.33,12
3170438,LULA,1478,100.00,60.67,12
3170479,JAIR BOLSONARO,1194,100.00,47.57,10
3170479,LULA,1316,100.00,52.43,10
3170503,JAIR BOLSONARO,2283,100.00,35.18,27
3170503,LULA,4207,100.00,64.82,27
3170529,JAIR BOLSONARO,1927,100.00,36.34,26
3170529,LULA,3376,100.00,63.66,26
3170578,JAIR BOLSONARO,1967,100.00,45.87,21
3170578,LULA,2321,100.00,54.13,21
3170602,JAIR BOLSONARO,1147,100.00,59.99,8
3170602,LULA,765,100.00,40.01,8
3170651,JAIR BOLSONARO,1595,100.00,52.06,17
3170651,LULA,1469,100.00,47.94,17
3170701,JAIR BOLSONARO,48730,100.00,60.49,298
3170701,LULA,31831,100.00,39.51,298
3170750,JAIR BOLSONARO,2433,100.00,48.41,20
3170750,LULA,2593,100.00,51.59,20
3170800,JAIR BOLSONARO,8923,100.00,46.44,84
3170800,LULA,10291,100.00,53.56,84
3170909,JAIR BOLSONARO,2644,100.00,24.67,51
3170909,LULA,8075,100.00,75.33,51
3171006,JAIR BOLSONARO,5850,100.00,47.40,52
3171006,LULA,6493,100.00,52.60,52
3171030,JAIR BOLSONARO,1213,100.00,25.75,27
3171030,LULA,3498,100.00,74.25,27
3171071,JAIR BOLSONARO,964,100.00,26.37,18
3171071,LULA,2692,100.00,73.63,18
3171105,JAIR BOLSONARO,968,100.00,43.25,10
3171105,LULA,1270,100.00,56.75,10
3171154,JAIR BOLSONARO,1648,100.00,44.61,15
3171154,LULA,2046,100.00,55.39,15
